"Region","SqftEst","SqftMeasure","SqftHeated","CostElec","SqftAirCond","CostNatgas","CostFueloil","CostLPG","CostKero","TypeHome","YearMade","Neighborhood","HHSize","HHIncome","CostTotal"
"Midwest",,4680,4680,1419,1479,0,0,0,0,"Single","dec1980","City",1,22500,1419
"South",1300,3416,1458,1303,3166,0,0,0,0,"Single","dec1990","Suburbs",3,32500,1303
"Midwest",,772,772,1136,772,0,0,0,0,"Apartment","dec1990","Town",3,8750,1136
"South",2100,3928,1964,909,3928,385,0,0,0,"Single","dec1970","Town",1,47500,1294
"Northeast",1436,1456,1456,901,0,0,0,2137,0,"Mobile","dec2000","Rural",2,52500,3038
"Northeast",1000,3088,1898,826,1765,151,2976,0,0,"Single","dec1950","Town",4,42500,3953
"Midwest",1000,1536,640,636,528,640,0,0,0,"Single","dec1950","City",1,8750,1276
"Northeast",1000,2184,1416,852,728,0,1295,0,0,"Single","dec1960","City",4,92500,2147
"Northeast",,2005,2005,2847,2005,1132,0,0,0,"Single","pre1950","Town",5,47500,3979
"South",1500,1755,1355,1123,1355,370,0,0,0,"Single","dec1950","Suburbs",2,120000,1493
"Northeast",,1560,864,1149,0,0,993,0,0,"Single","dec1950","City",1,8750,2142
"Midwest",1200,1500,1200,858,900,1217,0,0,0,"Apartment","pre1950","City",2,120000,2075
"West",,2107,1707,531,1707,814,0,0,0,"Single","dec1990","City",4,32500,1345
"West",500,440,0,335,0,197,0,0,0,"Single","dec1960","Town",1,42500,532
"West",2000,2391,1991,1114,1991,707,0,0,0,"Single","dec1970","Suburbs",1,72500,1821
"Northeast",1728,2592,2026,1109,274,0,1847,0,0,"Single","dec1970","Rural",2,32500,2956
"Midwest",1970,3408,3008,1442,3008,0,0,0,0,"Single","dec1970","Rural",4,77500,1442
"West",1100,880,288,999,0,389,0,0,0,"Single","dec1950","City",4,17500,1388
"West",867,1216,816,862,816,478,0,0,0,"Single","dec1970","Suburbs",2,82500,1340
"Midwest",,1024,683,923,171,0,0,0,0,"Apartment","dec1970","City",4,6250,923
"South",1200,1204,1204,2312,1204,305,0,0,0,"Single","dec1980","City",4,47500,2617
"Midwest",4000,7400,5600,3028,7000,0,0,0,0,"Single","dec1980","City",5,110000,3028
"West",990,1176,1176,699,0,0,0,0,0,"Apartment","dec1980","City",1,62500,699
"South",2888,4924,4524,1601,4524,709,0,0,0,"Single","dec2000","Town",4,62500,2310
"West",280,370,370,1269,370,0,0,728,0,"Single","dec2000","Town",2,72500,1997
"West",2100,3205,2805,1489,0,702,0,0,0,"Single","pre1950","City",5,47500,2191
"Northeast",,2730,1410,1519,2730,0,0,0,0,"Single","dec1970","Suburbs",4,37500,1519
"Midwest",1700,3402,1868,947,3002,1032,0,0,0,"Single","dec1970","City",2,87500,1979
"Midwest",580,3060,2040,98,612,0,1190,0,0,"Single","pre1950","City",1,8750,1288
"South",,1352,952,1583,952,462,0,0,0,"Single","dec1950","City",5,37500,2045
"South",1450,2351,1951,897,1951,590,0,0,0,"Single","dec1960","City",1,22500,1487
"Midwest",,1789,1153,679,718,908,0,0,0,"Single","pre1950","City",2,12500,1587
"Midwest",500,729,729,530,243,592,0,0,0,"Single","pre1950","Suburbs",2,6250,1122
"Northeast",860,2400,1200,979,1200,867,0,0,0,"Single","dec1970","City",2,57500,1846
"South",,592,592,1244,592,0,0,0,0,"Apartment","dec2000","City",2,17500,1244
"West",,783,783,562,0,0,0,0,0,"Apartment","pre1950","City",3,62500,562
"South",2500,2549,1228,2082,2149,531,0,0,0,"Single","dec1970","City",3,110000,2613
"South",3500,7680,4720,1351,7280,0,0,293,0,"Single","dec1990","Rural",2,82500,1644
"Northeast",500,677,677,687,226,69,0,0,0,"Apartment","dec1960","Town",2,22500,756
"West",2077,2052,2052,465,0,0,0,1529,0,"Single","dec1990","City",4,52500,1994
"South",,1538,1538,800,1025,1241,0,0,0,"Single","pre1950","City",3,82500,2041
"West",950,980,980,1264,980,0,0,0,0,"Mobile","dec1970","Rural",2,37500,1264
"South",,778,778,1047,778,0,0,0,0,"Apartment","dec2000","Town",2,37500,1047
"West",,602,401,527,201,262,0,0,0,"Mobile","dec1960","City",1,12500,789
"West",,5048,2124,902,0,1074,0,0,0,"Single","dec1960","Rural",2,27500,1976
"Northeast",,1734,1734,846,694,1125,0,0,0,"Single","dec1950","Town",3,27500,1971
"Northeast",,3883,2963,673,1109,2151,0,0,0,"Single","pre1950","Town",2,27500,2824
"Northeast",2200,5000,2500,1677,1150,0,1742,0,0,"Single","dec1980","Town",2,67500,3419
"Midwest",1280,1264,0,737,1264,0,0,429,0,"Mobile","dec1990","Rural",1,27500,1166
"Midwest",,349,349,246,349,295,0,0,0,"Apartment","dec1950","City",2,17500,541
"Midwest",1850,2892,2892,1171,929,990,0,0,0,"Single","dec1970","Suburbs",2,82500,2161
"West",1180,1479,1479,1326,1479,461,0,0,0,"Single","dec1950","City",4,72500,1787
"West",1000,1196,1196,477,0,0,0,0,0,"Single","pre1950","Town",1,1250,477
"Northeast",900,4344,2172,847,621,0,2622,0,0,"Single","pre1950","Suburbs",1,110000,3469
"Midwest",,2240,2240,1173,0,1515,0,0,0,"Single","dec1950","City",8,110000,2688
"Northeast",2400,4971,4571,1169,4571,0,2229,697,0,"Single","dec1980","Suburbs",2,120000,4095
"South",1700,1640,1265,471,1390,1040,0,0,0,"Single","dec1950","City",1,42500,1511
"Northeast",,378,378,593,189,0,0,0,454,"Mobile","dec1950","Suburbs",1,12500,1047
"West",,739,739,694,299,0,0,0,0,"Apartment","dec1960","City",1,27500,694
"Northeast",,639,639,189,128,1085,0,0,0,"Apartment","pre1950","City",5,17500,1274
"Midwest",2000,6768,4676,2241,6368,0,0,0,0,"Single","dec1990","Rural",3,120000,2241
"South",,1076,1076,561,1076,385,0,0,0,"Apartment","dec1990","Suburbs",5,6250,946
"Northeast",,1953,1953,1238,781,0,769,0,0,"Apartment","pre1950","Town",2,67500,2007
"South",900,924,924,1031,924,0,0,0,0,"Apartment","dec1990","Town",5,32500,1031
"South",1300,1326,1326,1751,1326,0,0,1173,0,"Single","dec1990","Rural",2,22500,2924
"South",1400,1580,1317,845,527,0,0,0,0,"Single","pre1950","Rural",7,42500,845
"West",900,878,878,492,878,246,0,0,0,"Apartment","dec1980","City",1,42500,738
"Midwest",2400,3648,3248,368,3248,0,0,2117,0,"Single","dec1990","Rural",2,120000,2485
"Midwest",400,359,359,242,359,290,0,0,0,"Apartment","dec1970","Suburbs",1,8750,532
"South",,1134,1134,917,1134,0,0,0,0,"Single","dec1970","City",1,37500,917
"Northeast",1150,1728,1349,688,0,1063,0,0,0,"Single","dec1950","Town",2,47500,1751
"South",350,1104,191,702,368,0,0,51,147,"Single","pre1950","Town",1,12500,900
"Northeast",700,476,476,310,0,289,0,0,0,"Apartment","pre1950","City",6,12500,599
"Northeast",,581,500,557,232,0,1158,166,0,"Apartment","pre1950","Rural",1,17500,1881
"South",2000,1939,1939,1422,1939,0,0,0,0,"Single","dec1960","Town",1,62500,1422
"Midwest",525,523,523,1278,0,186,0,0,0,"Apartment","dec1990","Suburbs",1,12500,1464
"West",,223,223,376,223,83,0,0,0,"Apartment","pre1950","City",1,8750,459
"South",550,2030,834,678,693,433,0,0,0,"Single","dec1980","Suburbs",2,12500,1111
"South",2400,9504,6083,1983,9104,0,0,0,0,"Single","dec1990","Rural",4,47500,1983
"South",,2236,1118,1302,2236,449,0,0,0,"Single","dec1950","Suburbs",3,17500,1751
"Northeast",,3528,1764,510,1411,0,1520,0,0,"Single","pre1950","City",1,17500,2030
"South",1000,1899,1499,2795,1499,0,0,0,0,"Single","dec1970","City",2,22500,2795
"Midwest",1220,1104,1104,1177,442,907,0,0,0,"Mobile","dec1970","Town",4,47500,2084
"South",1400,2958,1479,974,2958,0,0,0,0,"Single","dec2000","Rural",2,57500,974
"South",,900,900,1782,900,414,0,0,0,"Single","dec1950","City",5,27500,2196
"South",,961,961,1003,394,0,0,0,0,"Apartment","dec2000","Town",4,27500,1003
"South",800,925,925,1468,925,0,0,0,0,"Apartment","dec1970","Town",3,17500,1468
"Northeast",1200,4644,2522,1303,0,0,1069,1297,0,"Single","dec1960","Town",5,67500,3669
"West",1700,4416,2427,638,0,184,0,0,0,"Single","dec1970","City",4,72500,822
"Northeast",,1840,1840,1264,669,1556,0,0,0,"Single","dec1950","City",5,27500,2820
"Midwest",1900,1820,1820,797,1820,902,0,0,0,"Single","dec1950","Suburbs",2,32500,1699
"South",900,993,248,802,248,0,0,0,0,"Single","dec1990","City",1,52500,802
"Midwest",2000,2850,1470,1608,475,2560,0,0,0,"Single","pre1950","City",4,22500,4168
"South",1600,1624,974,567,554,667,0,0,0,"Single","dec1980","Rural",1,17500,1234
"West",1000,1169,779,375,1169,802,0,0,0,"Single","dec1970","Suburbs",4,27500,1177
"Midwest",,2204,2204,361,2204,0,0,0,0,"Single","dec1970","City",4,6250,361
"South",,1783,1783,432,713,823,0,0,0,"Single","pre1950","City",2,6250,1255
"West",2400,5246,2623,2100,0,0,0,0,0,"Single","dec1950","City",3,77500,2100
"West",,803,642,865,0,308,0,0,0,"Apartment","pre1950","City",4,8750,1173
"West",2100,2258,2258,564,0,523,0,0,0,"Single","pre1950","Town",3,120000,1087
"Midwest",1800,1904,1904,1098,1904,0,0,1794,0,"Mobile","dec2000","Rural",2,37500,2892
"South",1280,1280,1280,815,1280,0,0,0,0,"Mobile","dec1970","Rural",1,22500,815
"West",1400,5175,2929,986,0,0,0,0,0,"Single","dec1980","City",5,47500,986
"Midwest",2200,3140,2515,1220,2740,480,0,0,0,"Single","dec1980","City",4,120000,1700
"West",2000,2726,2326,1926,2326,752,0,0,0,"Single","dec1980","City",1,72500,2678
"South",3000,2028,1352,2599,2028,735,0,0,0,"Single","dec1980","City",2,120000,3334
"West",1200,2303,937,372,0,456,0,0,0,"Single","dec1980","Suburbs",2,27500,828
"Midwest",,1120,720,494,720,684,0,0,0,"Single","dec1950","Rural",1,22500,1178
"Northeast",,1582,834,567,0,546,0,0,0,"Single","dec1980","City",2,22500,1113
"Northeast",1218,6090,3654,1651,0,0,1714,0,0,"Single","pre1950","Rural",2,8750,3365
"Northeast",,411,411,399,411,407,0,0,0,"Apartment","dec1970","City",1,8750,806
"Midwest",800,967,967,464,242,0,0,0,0,"Apartment","dec1970","City",3,72500,464
"Northeast",1000,3090,1092,930,1136,0,1083,422,0,"Single","dec1970","Rural",1,37500,2435
"West",2000,2000,1600,792,1600,0,0,0,0,"Single","dec2000","City",3,110000,792
"West",2700,2711,1374,2547,2061,511,0,0,0,"Single","dec2000","City",4,120000,3058
"South",1200,1863,1863,1134,1863,0,0,375,0,"Single","dec2000","Rural",4,52500,1509
"Northeast",800,871,871,804,290,1359,0,0,0,"Apartment","dec1950","City",1,3750,2163
"South",1600,1346,1346,702,1346,524,0,0,0,"Single","dec1950","City",1,17500,1226
"Northeast",,4160,2080,1217,1430,1797,0,0,0,"Single","dec1950","City",4,37500,3014
"South",,551,551,1311,138,0,0,0,0,"Apartment","pre1950","City",1,8750,1311
"Northeast",1156,1503,1153,944,0,0,647,0,0,"Single","dec1970","Suburbs",2,22500,1591
"West",1500,1421,1421,536,0,916,0,0,0,"Single","dec1950","City",5,22500,1452
"Midwest",1500,4004,3354,1457,3354,790,0,0,0,"Single","dec2000","Town",2,32500,2247
"Midwest",1620,1782,1382,458,1382,669,0,0,0,"Single","dec1990","Town",1,17500,1127
"Northeast",,662,662,574,165,1662,0,0,0,"Apartment","pre1950","City",1,27500,2236
"Northeast",600,481,481,1217,193,1234,0,0,0,"Single","dec1980","City",3,17500,2451
"Northeast",,2581,1467,1052,2581,0,2109,0,0,"Single","dec1960","Rural",4,32500,3161
"Midwest",,1279,1279,1097,1279,1800,0,0,0,"Apartment","pre1950","City",5,8750,2897
"West",1800,2832,2432,829,0,602,0,0,0,"Single","dec1980","City",4,92500,1431
"South",2300,2002,1335,978,826,0,0,0,72,"Single","dec1990","Rural",1,12500,1050
"Midwest",,1193,1193,656,597,1302,0,0,0,"Apartment","pre1950","City",2,32500,1958
"West",506,500,500,306,167,41,0,0,0,"Apartment","dec1980","Suburbs",1,12500,347
"West",2250,2351,1951,660,0,596,0,0,0,"Single","dec1970","Suburbs",2,110000,1256
"Midwest",,483,483,512,483,0,0,0,0,"Apartment","dec1990","City",1,17500,512
"South",1300,1300,1300,1766,1300,0,0,0,0,"Single","dec2000","City",3,110000,1766
"South",800,837,837,620,335,0,0,0,0,"Single","pre1950","City",1,32500,620
"South",,1850,1850,1169,617,713,0,0,0,"Single","dec1960","City",1,12500,1882
"South",4800,5796,2576,2264,5796,0,0,0,0,"Single","dec1970","Suburbs",3,32500,2264
"West",3900,3996,3346,1305,0,1776,0,0,0,"Single","dec1990","Rural",2,62500,3081
"South",2500,4352,3952,1116,3952,1105,0,0,0,"Single","dec1980","City",2,120000,2221
"South",,2652,1381,2983,2652,0,0,0,0,"Single","dec1970","Rural",1,12500,2983
"West",1800,1872,1622,687,203,753,0,0,0,"Single","dec1970","City",5,47500,1440
"Midwest",1920,1350,831,702,950,850,0,0,0,"Single","dec1990","Suburbs",2,27500,1552
"Northeast",,570,570,713,190,2117,0,0,0,"Apartment","dec1970","City",3,27500,2830
"South",,660,660,553,0,336,0,0,0,"Single","dec1950","Town",7,12500,889
"Midwest",1000,716,0,272,358,0,0,0,0,"Apartment","dec1990","Suburbs",1,32500,272
"South",2600,2202,1802,2567,1802,686,0,0,0,"Single","dec2000","Suburbs",2,62500,3253
"South",2400,3080,2567,2595,1027,0,0,63,0,"Single","dec1980","Rural",3,72500,2658
"Northeast",,570,570,742,285,620,0,0,0,"Apartment","pre1950","City",4,17500,1362
"Northeast",159,799,799,339,799,548,0,0,0,"Apartment","dec1960","Town",2,12500,887
"Northeast",800,756,756,705,378,254,0,0,0,"Apartment","dec1980","Town",1,72500,959
"South",1500,1088,622,820,622,259,0,0,0,"Single","dec1950","City",1,12500,1079
"Midwest",1280,1326,1326,1045,1326,0,0,0,0,"Mobile","dec1990","Rural",4,32500,1045
"Northeast",,684,684,1008,171,1437,0,0,0,"Mobile","dec1980","Town",3,22500,2445
"South",1250,1104,1104,1713,1104,0,0,0,0,"Single","dec1990","Rural",2,52500,1713
"West",2178,1638,1638,1167,0,0,0,1497,0,"Single","dec1990","Rural",5,22500,2664
"West",2244,2340,2048,664,838,603,0,0,0,"Single","dec1960","City",2,120000,1267
"West",2300,2028,1378,2862,1378,766,0,0,0,"Single","dec1980","Town",5,72500,3628
"Midwest",,1655,0,1035,662,500,0,0,0,"Apartment","dec1960","City",2,12500,1535
"South",,624,312,248,0,0,0,0,0,"Single","pre1950","Rural",1,6250,248
"West",1750,2256,2256,1178,0,698,0,0,0,"Single","dec1980","City",3,120000,1876
"West",,801,801,949,200,0,0,0,0,"Apartment","dec1970","City",6,17500,949
"West",2400,2436,2036,530,0,931,0,0,0,"Single","dec1980","City",5,87500,1461
"Midwest",600,712,712,335,0,98,0,0,0,"Apartment","dec1960","Suburbs",2,37500,433
"South",1600,1500,1500,1552,1500,747,0,0,0,"Single","dec1980","Rural",4,22500,2299
"South",2400,2340,1940,1138,1940,564,0,0,0,"Single","dec2000","Suburbs",5,57500,1702
"West",,592,592,208,0,269,0,0,0,"Apartment","dec1970","City",1,62500,477
"Midwest",2800,2832,2021,729,2432,670,0,598,0,"Single","dec1990","Rural",2,77500,1997
"Midwest",984,984,984,1054,281,0,1180,221,0,"Single","dec1960","Rural",3,57500,2455
"South",,574,574,726,574,0,0,0,0,"Apartment","dec1980","City",2,22500,726
"Northeast",2500,2998,2426,1698,742,0,2523,0,0,"Single","dec1970","Rural",2,120000,4221
"South",1800,2640,1992,893,798,0,0,1076,0,"Single","dec1980","Rural",2,12500,1969
"South",1400,2400,1200,997,2400,0,0,290,0,"Single","dec1950","Rural",2,32500,1287
"Midwest",,5880,3564,189,5480,1477,0,0,0,"Single","dec1960","City",2,72500,1666
"South",2000,2079,2079,4489,2079,0,0,0,0,"Mobile","dec1990","Rural",5,67500,4489
"South",1900,1075,1075,964,1075,0,0,0,0,"Single","dec1960","Town",1,37500,964
"South",1275,2372,1186,1096,1423,242,0,0,0,"Single","dec1970","City",4,52500,1338
"West",2900,3472,1336,2661,3072,0,0,0,0,"Single","dec1990","Suburbs",2,97500,2661
"West",,915,915,469,229,634,0,0,0,"Apartment","dec1990","Suburbs",2,6250,1103
"Midwest",2000,1548,765,365,345,1251,0,0,0,"Single","dec1950","City",1,6250,1616
"Northeast",,2662,2157,6670,2262,3676,0,0,0,"Single","dec1960","Town",2,120000,10346
"Midwest",1800,1800,1350,1159,1800,1806,0,0,0,"Single","pre1950","City",4,52500,2965
"Northeast",4063,3250,1680,2122,2600,0,0,2970,0,"Single","dec2000","Town",3,120000,5092
"West",1800,1888,1888,725,1888,686,0,0,0,"Single","dec1950","City",4,62500,1411
"Midwest",1500,1092,1092,1082,1092,0,0,0,0,"Single","dec1970","Suburbs",2,52500,1082
"West",,1164,1164,591,1164,502,0,0,0,"Apartment","dec1990","City",2,32500,1093
"Midwest",1500,1608,1407,691,501,651,0,0,0,"Single","pre1950","Suburbs",2,47500,1342
"South",2900,3120,1160,1241,2720,424,0,0,0,"Single","dec1960","City",1,17500,1665
"Midwest",,1120,1120,980,1120,321,0,0,0,"Mobile","dec1990","Suburbs",1,42500,1301
"South",1400,1586,1586,1541,1586,0,0,0,0,"Single","pre1950","City",4,52500,1541
"Midwest",,811,811,472,811,0,0,0,0,"Apartment","dec1950","City",2,12500,472
"South",1700,1546,1146,2211,1146,0,0,0,0,"Single","dec1990","City",3,32500,2211
"South",1068,3110,2860,1516,2860,0,0,0,0,"Single","dec1980","Town",1,77500,1516
"Midwest",,2875,2875,669,2875,312,0,0,0,"Single","dec1980","Town",1,12500,981
"Midwest",980,980,980,641,653,1384,0,0,0,"Mobile","dec1970","Rural",3,6250,2025
"Northeast",,663,663,430,221,219,0,0,0,"Apartment","dec1990","Suburbs",1,17500,649
"Midwest",,2381,1231,683,397,1481,0,0,0,"Single","dec1970","City",5,12500,2164
"Northeast",,1524,1524,555,0,82,1258,0,0,"Apartment","pre1950","City",2,52500,1895
"West",1100,1080,1080,664,0,815,0,0,0,"Single","dec1950","Suburbs",3,67500,1479
"Midwest",1000,2121,2121,785,2121,327,0,0,0,"Single","dec1950","Town",2,42500,1112
"South",720,696,696,1218,348,0,0,0,0,"Mobile","dec1970","Rural",2,37500,1218
"Midwest",,971,971,408,486,839,0,0,0,"Apartment","dec1960","City",2,22500,1247
"South",1400,1168,1168,956,234,541,0,0,0,"Single","pre1950","City",2,27500,1497
"Midwest",225,219,219,402,110,433,0,0,0,"Apartment","dec1970","City",1,12500,835
"Midwest",,1772,1772,570,1063,1106,0,0,0,"Single","dec1950","Suburbs",4,12500,1676
"Midwest",,1656,1656,547,1406,1031,0,0,0,"Single","dec1960","Town",2,52500,1578
"West",1100,1175,1175,1023,1175,476,0,0,0,"Apartment","dec1990","City",3,120000,1499
"Northeast",650,1144,1144,352,572,875,0,0,0,"Apartment","dec1970","Town",2,82500,1227
"Midwest",,2373,975,943,2373,0,0,0,0,"Single","dec1970","Rural",1,27500,943
"South",1680,1708,1708,1383,1708,0,0,0,0,"Single","dec1990","Rural",2,17500,1383
"South",980,3348,1674,837,1339,0,694,0,0,"Single","pre1950","Suburbs",4,57500,1531
"West",1800,1032,1032,402,0,472,0,0,0,"Apartment","pre1950","City",3,110000,874
"Midwest",1300,1218,1218,932,406,989,0,0,0,"Apartment","dec1970","City",3,22500,1921
"Northeast",,2561,2346,1771,2561,553,0,0,0,"Single","dec1980","City",5,110000,2324
"West",1114,2310,755,2002,1910,598,0,0,0,"Single","pre1950","City",2,77500,2600
"Midwest",1400,3760,2520,850,3360,694,0,0,0,"Single","pre1950","Suburbs",2,42500,1544
"Midwest",1000,1256,986,334,179,1254,0,0,0,"Single","pre1950","City",1,22500,1588
"South",2000,3864,1532,715,3464,961,0,0,0,"Single","dec2000","City",2,42500,1676
"West",,564,0,927,0,0,0,0,0,"Apartment","dec1990","City",1,12500,927
"South",1800,3653,1188,1550,3253,0,0,0,0,"Single","dec2000","Suburbs",2,82500,1550
"Midwest",120,2152,858,827,272,1820,0,0,0,"Single","dec1960","Rural",8,27500,2647
"South",1650,1100,1100,1000,1100,838,0,0,0,"Apartment","dec1990","City",1,32500,1838
"South",,1248,624,928,1248,0,0,957,0,"Single","dec1990","Rural",1,8750,1885
"West",1800,1962,1562,675,0,1322,0,0,0,"Single","dec1980","City",4,120000,1997
"Northeast",990,2970,1031,2064,907,0,1588,0,0,"Single","dec1950","Suburbs",3,82500,3652
"South",2000,5916,2531,2637,2275,0,0,0,0,"Single","dec1990","Suburbs",4,57500,2637
"South",,2832,1550,1188,2427,0,0,729,0,"Single","pre1950","City",1,32500,1917
"West",1700,2196,0,924,0,0,0,0,0,"Single","dec1990","City",1,120000,924
"South",,2340,1921,2666,2090,0,0,0,0,"Single","dec1980","Suburbs",3,120000,2666
"Midwest",,1320,1320,620,660,804,0,0,0,"Apartment","dec1970","City",5,17500,1424
"Midwest",2300,6442,6042,1379,6042,648,0,0,0,"Single","dec1970","Rural",3,72500,2027
"Midwest",,1741,1205,721,461,584,0,0,0,"Single","dec1990","Town",2,77500,1305
"Midwest",2000,2100,2100,1276,2100,428,0,0,0,"Single","dec1960","Town",3,120000,1704
"Northeast",1300,2438,2038,1157,510,1201,0,0,0,"Single","dec1970","Suburbs",3,82500,2358
"Northeast",,583,583,290,0,762,0,0,0,"Apartment","pre1950","City",2,27500,1052
"Northeast",,1413,807,460,0,1112,0,0,100,"Single","pre1950","City",2,3750,1672
"West",3200,2672,2272,1576,2272,0,0,1307,0,"Single","dec1980","Suburbs",4,82500,2883
"West",1500,2405,2005,1451,924,0,0,0,0,"Single","dec1990","City",1,27500,1451
"South",2250,3473,2049,1011,3073,0,0,0,0,"Single","dec2000","Suburbs",1,87500,1011
"Midwest",1500,2387,2387,2021,2387,0,0,655,0,"Single","pre1950","Rural",2,37500,2676
"Midwest",1400,1146,1146,452,1146,863,0,0,0,"Apartment","dec1960","City",1,120000,1315
"South",,1739,1739,1647,1739,0,0,0,0,"Single","dec1970","Rural",3,72500,1647
"West",1806,2416,1152,1672,846,270,0,0,0,"Single","dec1970","City",2,120000,1942
"South",700,1950,975,516,0,0,0,561,0,"Single","pre1950","Rural",1,6250,1077
"Midwest",1050,1069,1069,528,438,537,0,0,0,"Apartment","dec2000","City",2,32500,1065
"Northeast",,4158,1386,608,0,0,2053,0,0,"Single","dec1950","City",1,12500,2661
"Northeast",800,3600,1800,576,1200,0,941,0,0,"Single","dec1960","Suburbs",1,12500,1517
"West",1250,2781,422,334,0,424,0,0,0,"Single","pre1950","City",2,120000,758
"South",,1005,1005,1781,201,0,0,0,0,"Mobile","dec1980","City",3,27500,1781
